Zeit	Einstrahlung auf die Horizontale (kWh/m²)	Diffusstrahlung auf die Horizontale (kWh/m²)	Außentemperatur (°C)	Freifläche 01-Fläche Süd: Sonnenhöhe (rad)	Freifläche 01-Fläche Süd: Einstrahlung auf die geneigte Fläche (kWh/m²)	Freifläche 01-Fläche Süd: Modultemperatur (°C)	Eingespeiste Energie kWh
2018-10-01 00:00:00	0.0	0.0	-0.5	-59.908	0.0	0.54	0.0
2018-10-01 01:00:00	0.0	0.0	-1.7	-57.85	0.0	-1.59	0.0
2018-10-01 02:00:00	0.0	0.0	-2.6	-52.347	0.0	-2.55	0.0
2018-10-01 03:00:00	0.0	0.0	-2.6	-44.764	0.0	-2.6	0.0
2018-10-01 04:00:00	0.0	0.0	-2.6	-36.157	0.0	-2.6	0.0
2018-10-01 05:00:00	0.0	0.0	-2.6	-27.19	0.0	-2.6	0.0
2018-10-01 06:00:00	0.0	0.0	-2.7	-18.307	0.0	-2.69	0.0
2018-10-01 07:00:00	0.0	0.0	-2.2	-9.8569	0.0	-2.23	0.0
2018-10-01 08:00:00	0.0	0.0	-2.0	-2.1751	0.0	-2.01	0.0
2018-10-01 09:00:00	0.014	0.01386	-1.9	4.3889	0.013341	-1.65	1.8307
2018-10-01 10:00:00	0.044	0.042701	-1.8	9.4652	0.044372	-0.96	24.098
2018-10-01 11:00:00	0.088	0.080262	-1.4	12.698	0.10087	0.52	79.551
2018-10-01 12:00:00	0.094	0.086468	-1.3	13.82	0.10491	0.76	84.64
2018-10-01 13:00:00	0.091	0.082188	-1.5	12.727	0.10641	0.61	83.414
2018-10-01 14:00:00	0.048	0.04623	-1.5	9.5188	0.049459	-0.46	28.713
2018-10-01 15:00:00	0.012	0.01188	-1.7	4.464	0.011435	-1.42	1.2617
2018-10-01 16:00:00	0.0	0.0	-1.8	-2.0834	0.0	-1.78	0.0
2018-10-01 17:00:00	0.0	0.0	-2.0	-9.7532	0.0	-1.99	0.0
2018-10-01 18:00:00	0.0	0.0	-1.8	-18.195	0.0	-1.81	0.0
2018-10-01 19:00:00	0.0	0.0	-2.0	-27.076	0.0	-1.99	0.0
2018-10-01 20:00:00	0.0	0.0	-2.2	-36.044	0.0	-2.19	0.0
2018-10-01 21:00:00	0.0	0.0	-2.4	-44.659	0.0	-2.39	0.0
2018-10-01 22:00:00	0.0	0.0	-2.4	-52.261	0.0	-2.4	0.0
2018-10-01 23:00:00	0.0	0.0	-2.4	-57.798	0.0	-2.4	0.0
2018-10-02 00:00:00	0.0	0.0	-2.4	-59.828	0.0	-2.4	0.0
2018-10-02 01:00:00	0.0	0.0	-2.3	-57.803	0.0	-2.31	0.0
2018-10-02 02:00:00	0.0	0.0	-2.1	-52.329	0.0	-2.11	0.0
2018-10-02 03:00:00	0.0	0.0	-1.8	-44.763	0.0	-1.82	0.0
2018-10-02 04:00:00	0.0	0.0	-1.6	-36.164	0.0	-1.61	0.0
2018-10-02 05:00:00	0.0	0.0	-1.9	-27.199	0.0	-1.89	0.0
2018-10-02 06:00:00	0.0	0.0	-2.3	-18.311	0.0	-2.28	0.0
2018-10-02 07:00:00	0.0	0.0	-2.8	-9.8546	0.0	-2.77	0.0
2018-10-02 08:00:00	0.0	0.0	-3.1	-2.1619	0.0	-3.08	0.0
2018-10-02 09:00:00	0.034	0.03366	-2.6	4.4162	0.032399	-2.02	14.021
2018-10-02 10:00:00	0.067	0.059996	-1.7	9.5091	0.0834	-0.15	48.195
2018-10-02 11:00:00	0.135	0.09399	-1.0	12.76	0.23108	3.38	149.38
2018-10-02 12:00:00	0.178	0.089294	0.0	13.9	0.3721	7.16	213.6
2018-10-02 13:00:00	0.187	0.055123	0.9	12.822	0.46849	10.01	246.06
2018-10-02 14:00:00	0.095	0.068577	0.7	9.6272	0.17135	4.38	30.755
2018-10-02 15:00:00	0.039	0.03861	0.4	4.5814	0.037163	1.3	18.552
2018-10-02 16:00:00	0.0	0.0	-0.4	-1.96	0.0	-0.31	0.0
2018-10-02 17:00:00	0.0	0.0	-0.9	-9.6262	0.0	-0.87	0.0
2018-10-02 18:00:00	0.0	0.0	-1.2	-18.066	0.0	-1.18	0.0
2018-10-02 19:00:00	0.0	0.0	-1.0	-26.946	0.0	-1.01	0.0
2018-10-02 20:00:00	0.0	0.0	-1.0	-35.914	0.0	-1.0	0.0
2018-10-02 21:00:00	0.0	0.0	-0.9	-44.531	0.0	-0.91	0.0
2018-10-02 22:00:00	0.0	0.0	-0.9	-52.139	0.0	-0.9	0.0
2018-10-02 23:00:00	0.0	0.0	-0.9	-57.69	0.0	-0.9	0.0
2018-10-03 00:00:00	0.0	0.0	-0.8	-59.74	0.0	-0.81	0.0
2018-10-03 01:00:00	0.0	0.0	-1.2	-57.749	0.0	-1.18	0.0
2018-10-03 02:00:00	0.0	0.0	-1.1	-52.303	0.0	-1.1	0.0
2018-10-03 03:00:00	0.0	0.0	-1.4	-44.755	0.0	-1.38	0.0
2018-10-03 04:00:00	0.0	0.0	-1.3	-36.164	0.0	-1.3	0.0
2018-10-03 05:00:00	0.0	0.0	-1.3	-27.2	0.0	-1.3	0.0
2018-10-03 06:00:00	0.0	0.0	-1.5	-18.31	0.0	-1.49	0.0
2018-10-03 07:00:00	0.0	0.0	-1.5	-9.8455	0.0	-1.5	0.0
2018-10-03 08:00:00	0.0	0.0	-1.5	-2.1417	0.0	-1.5	0.0
2018-10-03 09:00:00	0.016	0.01584	-1.1	4.4506	0.015246	-0.83	2.4958
2018-10-03 10:00:00	0.038	0.037187	-0.4	9.5604	0.037388	0.28	17.52
2018-10-03 11:00:00	0.087	0.079883	-0.2	12.83	0.098144	1.67	77.666
2018-10-03 12:00:00	0.12	0.10061	-0.3	13.987	0.15787	2.77	117.43
2018-10-03 13:00:00	0.103	0.089212	-0.8	12.925	0.13006	1.82	98.933
2018-10-03 14:00:00	0.073	0.063891	-0.9	9.7425	0.095161	1.02	51.499
2018-10-03 15:00:00	0.034	0.028795	-1.2	4.7053	0.05953	0.02	10.555
2018-10-03 16:00:00	0.0	0.0	-1.6	-1.8306	0.0	-1.52	0.0
2018-10-03 17:00:00	0.0	0.0	-1.6	-9.4936	0.0	-1.6	0.0
2018-10-03 18:00:00	0.0	0.0	-1.9	-17.932	0.0	-1.88	0.0
2018-10-03 19:00:00	0.0	0.0	-2.1	-26.811	0.0	-2.09	0.0
2018-10-03 20:00:00	0.0	0.0	-2.3	-35.78	0.0	-2.29	0.0
2018-10-03 21:00:00	0.0	0.0	-2.4	-44.398	0.0	-2.39	0.0
2018-10-03 22:00:00	0.0	0.0	-2.4	-52.011	0.0	-2.4	0.0
2018-10-03 23:00:00	0.0	0.0	-2.4	-57.576	0.0	-2.4	0.0
2018-10-04 00:00:00	0.0	0.0	-2.5	-59.644	0.0	-2.49	0.0
2018-10-04 01:00:00	0.0	0.0	-2.8	-57.687	0.0	-2.78	0.0
2018-10-04 02:00:00	0.0	0.0	-3.3	-52.27	0.0	-3.27	0.0
2018-10-04 03:00:00	0.0	0.0	-3.2	-44.739	0.0	-3.2	0.0
2018-10-04 04:00:00	0.0	0.0	-3.1	-36.157	0.0	-3.11	0.0
2018-10-04 05:00:00	0.0	0.0	-2.8	-27.195	0.0	-2.82	0.0
2018-10-04 06:00:00	0.0	0.0	-2.6	-18.301	0.0	-2.61	0.0
2018-10-04 07:00:00	0.0	0.0	-2.5	-9.8296	0.0	-2.51	0.0
2018-10-04 08:00:00	0.0	0.0	-2.5	-2.1146	0.0	-2.5	0.0
2018-10-04 09:00:00	0.017	0.01683	-2.5	4.4922	0.016199	-2.5	2.9114
2018-10-04 10:00:00	0.041	0.040013	-2.3	9.6191	0.040648	-1.55	20.897
2018-10-04 11:00:00	0.05	0.049008	-1.9	12.907	0.048706	-0.97	33.197
2018-10-04 12:00:00	0.024	0.02334	-1.8	14.082	0.023629	-1.31	6.6136
2018-10-04 13:00:00	0.031	0.030282	-1.3	13.036	0.030347	-0.73	11.635
2018-10-04 14:00:00	0.027	0.026448	-0.4	9.8645	0.026429	0.08	8.2281
2018-10-04 15:00:00	0.008	0.0077897	0.3	4.8355	0.0081694	0.44	0.45757
2018-10-04 16:00:00	0.0	0.0	2.6	-1.6954	0.0	2.49	0.0
2018-10-04 17:00:00	0.0	0.0	3.3	-9.3556	0.0	3.26	0.0
2018-10-04 18:00:00	0.0	0.0	3.7	-17.793	0.0	3.68	0.0
2018-10-04 19:00:00	0.0	0.0	3.3	-26.671	0.0	3.32	0.0
2018-10-04 20:00:00	0.0	0.0	3.3	-35.64	0.0	3.3	0.0
2018-10-04 21:00:00	0.0	0.0	3.8	-44.26	0.0	3.77	0.0
2018-10-04 22:00:00	0.0	0.0	2.5	-51.877	0.0	2.56	0.0
2018-10-04 23:00:00	0.0	0.0	1.2	-57.454	0.0	1.27	0.0
2018-10-05 00:00:00	0.0	0.0	0.6	-59.54	0.0	0.63	0.0
2018-10-05 01:00:00	0.0	0.0	0.5	-57.618	0.0	0.51	0.0
2018-10-05 02:00:00	0.0	0.0	1.1	-52.23	0.0	1.07	0.0
2018-10-05 03:00:00	0.0	0.0	0.4	-44.717	0.0	0.43	0.0
2018-10-05 04:00:00	0.0	0.0	-0.5	-36.144	0.0	-0.45	0.0
2018-10-05 05:00:00	0.0	0.0	-1.0	-27.184	0.0	-0.97	0.0
2018-10-05 06:00:00	0.0	0.0	-1.1	-18.287	0.0	-1.09	0.0
2018-10-05 07:00:00	0.0	0.0	-1.2	-9.807	0.0	-1.19	0.0
2018-10-05 08:00:00	0.0	0.0	-1.9	-2.0805	0.0	-1.86	0.0
2018-10-05 09:00:00	0.018	0.01782	-1.9	4.5411	0.017152	-1.9	3.3118
2018-10-05 10:00:00	0.037	0.036248	-1.9	9.6852	0.036272	-1.22	16.716
2018-10-05 11:00:00	0.076	0.072121	-1.6	12.992	0.079688	-0.08	64.817
2018-10-05 12:00:00	0.065	0.063368	-1.5	14.184	0.06398	-0.23	52.729
2018-10-05 13:00:00	0.075	0.071484	-1.4	13.153	0.077821	0.12	63.498
2018-10-05 14:00:00	0.053	0.050773	-1.3	9.9934	0.055213	-0.19	35.149
2018-10-05 15:00:00	0.026	0.024571	-1.0	4.972	0.03057	-0.39	7.257
2018-10-05 16:00:00	0.001	0.00099	-0.9	-1.5544	0.0009529	-0.86	0.0
2018-10-05 17:00:00	0.0	0.0	-0.7	-9.2123	0.0	-0.71	0.0
2018-10-05 18:00:00	0.0	0.0	-0.5	-17.648	0.0	-0.51	0.0
2018-10-05 19:00:00	0.0	0.0	-0.3	-26.526	0.0	-0.31	0.0
2018-10-05 20:00:00	0.0	0.0	-0.1	-35.495	0.0	-0.11	0.0
2018-10-05 21:00:00	0.0	0.0	0.1	-44.116	0.0	0.09	0.0
2018-10-05 22:00:00	0.0	0.0	0.4	-51.737	0.0	0.38	0.0
2018-10-05 23:00:00	0.0	0.0	0.5	-57.325	0.0	0.49	0.0
2018-10-06 00:00:00	0.0	0.0	0.6	-59.428	0.0	0.59	0.0
2018-10-06 01:00:00	0.0	0.0	0.8	-57.54	0.0	0.79	0.0
2018-10-06 02:00:00	0.0	0.0	1.0	-52.182	0.0	0.99	0.0
2018-10-06 03:00:00	0.0	0.0	1.2	-44.688	0.0	1.19	0.0
2018-10-06 04:00:00	0.0	0.0	1.4	-36.124	0.0	1.39	0.0
2018-10-06 05:00:00	0.0	0.0	1.5	-27.166	0.0	1.49	0.0
2018-10-06 06:00:00	0.0	0.0	1.5	-18.265	0.0	1.5	0.0
2018-10-06 07:00:00	0.0	0.0	1.8	-9.7776	0.0	1.78	0.0
2018-10-06 08:00:00	0.0	0.0	2.1	-2.0394	0.0	2.08	0.0
2018-10-06 09:00:00	0.009	0.0087851	2.5	4.5972	0.0091299	2.65	0.61215
2018-10-06 10:00:00	0.016	0.015561	3.1	9.7587	0.015896	3.38	2.4236
2018-10-06 11:00:00	0.026	0.02533	3.8	13.084	0.025562	4.26	7.6089
2018-10-06 12:00:00	0.024	0.023337	4.2	14.294	0.023621	4.2	6.3553
2018-10-06 13:00:00	0.023	0.022372	4.8	13.277	0.022662	5.2	5.7412
2018-10-06 14:00:00	0.02	0.019492	5.2	10.129	0.01977	5.2	4.0077
2018-10-06 15:00:00	0.009	0.0087694	5.4	5.1146	0.0091368	5.56	0.59084
2018-10-06 16:00:00	0.0	0.0	5.9	-1.4077	0.0	5.88	0.0
2018-10-06 17:00:00	0.0	0.0	6.4	-9.0636	0.0	6.37	0.0
2018-10-06 18:00:00	0.0	0.0	6.7	-17.499	0.0	6.68	0.0
2018-10-06 19:00:00	0.0	0.0	7.1	-26.377	0.0	7.08	0.0
2018-10-06 20:00:00	0.0	0.0	6.8	-35.346	0.0	6.81	0.0
2018-10-06 21:00:00	0.0	0.0	6.0	-43.967	0.0	6.04	0.0
2018-10-06 22:00:00	0.0	0.0	5.7	-51.591	0.0	5.72	0.0
2018-10-06 23:00:00	0.0	0.0	5.8	-57.19	0.0	5.8	0.0
2018-10-07 00:00:00	0.0	0.0	5.9	-59.309	0.0	5.89	0.0
2018-10-07 01:00:00	0.0	0.0	6.0	-57.454	0.0	5.99	0.0
2018-10-07 02:00:00	0.0	0.0	5.6	-52.126	0.0	5.62	0.0
2018-10-07 03:00:00	0.0	0.0	5.0	-44.652	0.0	5.03	0.0
2018-10-07 04:00:00	0.0	0.0	4.9	-36.097	0.0	4.91	0.0
2018-10-07 05:00:00	0.0	0.0	4.4	-27.141	0.0	4.43	0.0
2018-10-07 06:00:00	0.0	0.0	4.4	-18.237	0.0	4.4	0.0
2018-10-07 07:00:00	0.0	0.0	3.4	-9.7413	0.0	3.45	0.0
2018-10-07 08:00:00	0.0	0.0	3.4	-1.9913	0.0	3.4	0.0
2018-10-07 09:00:00	0.029	0.026159	3.3	4.6605	0.041403	4.08	8.286
2018-10-07 10:00:00	0.046	0.044641	3.5	9.8396	0.046274	4.4	25.595
2018-10-07 11:00:00	0.071	0.068206	3.9	13.183	0.072346	5.28	58.075
2018-10-07 12:00:00	0.047	0.0461	4.3	14.411	0.045611	5.21	27.658
2018-10-07 13:00:00	0.07	0.067502	4.5	13.409	0.070673	5.86	56.786
2018-10-07 14:00:00	0.074	0.065978	4.6	10.271	0.091445	6.38	52.639
2018-10-07 15:00:00	0.026	0.024835	4.9	5.2634	0.028956	5.52	7.0661
2018-10-07 16:00:00	0.001	0.00099	4.9	-1.2553	0.0009529	4.95	0.0
2018-10-07 17:00:00	0.0	0.0	4.8	-8.9098	0.0	4.81	0.0
2018-10-07 18:00:00	0.0	0.0	4.9	-17.345	0.0	4.9	0.0
2018-10-07 19:00:00	0.0	0.0	5.0	-26.223	0.0	5.0	0.0
2018-10-07 20:00:00	0.0	0.0	5.0	-35.192	0.0	5.0	0.0
2018-10-07 21:00:00	0.0	0.0	5.0	-43.813	0.0	5.0	0.0
2018-10-07 22:00:00	0.0	0.0	4.9	-51.439	0.0	4.9	0.0
2018-10-07 23:00:00	0.0	0.0	5.1	-57.048	0.0	5.09	0.0
2018-10-08 00:00:00	0.0	0.0	5.7	-59.182	0.0	5.67	0.0
2018-10-08 01:00:00	0.0	0.0	5.8	-57.361	0.0	5.79	0.0
2018-10-08 02:00:00	0.0	0.0	5.7	-52.063	0.0	5.7	0.0
2018-10-08 03:00:00	0.0	0.0	5.7	-44.608	0.0	5.7	0.0
2018-10-08 04:00:00	0.0	0.0	5.1	-36.063	0.0	5.13	0.0
2018-10-08 05:00:00	0.0	0.0	3.8	-27.109	0.0	3.87	0.0
2018-10-08 06:00:00	0.0	0.0	2.9	-18.202	0.0	2.95	0.0
2018-10-08 07:00:00	0.0	0.0	2.5	-9.6983	0.0	2.52	0.0
2018-10-08 08:00:00	0.0	0.0	2.5	-1.9362	0.0	2.5	0.0
2018-10-08 09:00:00	0.042	0.030416	2.8	4.7309	0.1017	4.67	7.0237
2018-10-08 10:00:00	0.114	0.066216	3.6	9.9279	0.24732	8.28	23.212
2018-10-08 11:00:00	0.178	0.07663	4.7	13.29	0.39785	12.35	217.23
2018-10-08 12:00:00	0.149	0.10943	4.8	14.535	0.23054	9.52	153.41
2018-10-08 13:00:00	0.173	0.086616	5.4	13.548	0.36176	12.4	204.02
2018-10-08 14:00:00	0.124	0.067733	5.2	10.42	0.27452	10.7	23.236
2018-10-08 15:00:00	0.035	0.031406	5.0	5.4182	0.048728	6.2	12.081
2018-10-08 16:00:00	0.0	0.0	4.5	-1.0975	0.0	4.59	0.0
2018-10-08 17:00:00	0.0	0.0	4.5	-8.7509	0.0	4.5	0.0
2018-10-08 18:00:00	0.0	0.0	4.5	-17.185	0.0	4.5	0.0
2018-10-08 19:00:00	0.0	0.0	4.2	-26.064	0.0	4.22	0.0
2018-10-08 20:00:00	0.0	0.0	4.2	-35.033	0.0	4.2	0.0
2018-10-08 21:00:00	0.0	0.0	4.2	-43.654	0.0	4.2	0.0
2018-10-08 22:00:00	0.0	0.0	4.0	-51.282	0.0	4.01	0.0
2018-10-08 23:00:00	0.0	0.0	3.8	-56.899	0.0	3.81	0.0
2018-10-09 00:00:00	0.0	0.0	3.8	-59.048	0.0	3.8	0.0
2018-10-09 01:00:00	0.0	0.0	4.1	-57.259	0.0	4.08	0.0
2018-10-09 02:00:00	0.0	0.0	4.3	-51.992	0.0	4.29	0.0
2018-10-09 03:00:00	0.0	0.0	4.4	-44.557	0.0	4.39	0.0
2018-10-09 04:00:00	0.0	0.0	4.5	-36.022	0.0	4.49	0.0
2018-10-09 05:00:00	0.0	0.0	4.7	-27.071	0.0	4.69	0.0
2018-10-09 06:00:00	0.0	0.0	4.7	-18.16	0.0	4.7	0.0
2018-10-09 07:00:00	0.0	0.0	4.4	-9.6484	0.0	4.42	0.0
2018-10-09 08:00:00	0.0	0.0	4.5	-1.8741	0.0	4.5	0.0
2018-10-09 09:00:00	0.037	0.030252	5.2	4.8086	0.069576	6.46	11.075
2018-10-09 10:00:00	0.123	0.061486	5.8	10.023	0.29005	11.25	17.6
2018-10-09 11:00:00	0.077	0.073331	6.1	13.404	0.079861	7.86	63.585
2018-10-09 12:00:00	0.074	0.071674	6.8	14.667	0.073758	8.24	59.594
2018-10-09 13:00:00	0.13	0.10161	7.4	13.693	0.18904	10.99	129.47
2018-10-09 14:00:00	0.071	0.064887	7.0	10.575	0.08252	8.75	51.444
2018-10-09 15:00:00	0.006	0.0058276	6.6	5.5789	0.0061104	6.82	0.19245
2018-10-09 16:00:00	0.0	0.0	6.5	-0.93423	0.0	6.52	0.0
2018-10-09 17:00:00	0.0	0.0	6.3	-8.5869	0.0	6.31	0.0
2018-10-09 18:00:00	0.0	0.0	6.2	-17.022	0.0	6.21	0.0
2018-10-09 19:00:00	0.0	0.0	6.1	-25.9	0.0	6.11	0.0
2018-10-09 20:00:00	0.0	0.0	5.9	-34.869	0.0	5.91	0.0
2018-10-09 21:00:00	0.0	0.0	5.7	-43.49	0.0	5.71	0.0
2018-10-09 22:00:00	0.0	0.0	4.8	-51.119	0.0	4.85	0.0
2018-10-09 23:00:00	0.0	0.0	4.7	-56.743	0.0	4.71	0.0
2018-10-10 00:00:00	0.0	0.0	5.2	-58.906	0.0	5.17	0.0
2018-10-10 01:00:00	0.0	0.0	5.4	-57.15	0.0	5.39	0.0
2018-10-10 02:00:00	0.0	0.0	5.6	-51.913	0.0	5.59	0.0
2018-10-10 03:00:00	0.0	0.0	5.3	-44.499	0.0	5.31	0.0
2018-10-10 04:00:00	0.0	0.0	5.3	-35.975	0.0	5.3	0.0
2018-10-10 05:00:00	0.0	0.0	5.1	-27.026	0.0	5.11	0.0
2018-10-10 06:00:00	0.0	0.0	5.4	-18.111	0.0	5.39	0.0
2018-10-10 07:00:00	0.0	0.0	5.4	-9.5916	0.0	5.4	0.0
2018-10-10 08:00:00	0.0	0.0	5.5	-1.805	0.0	5.5	0.0
2018-10-10 09:00:00	0.033	0.028953	5.6	4.8934	0.050666	6.54	10.254
2018-10-10 10:00:00	0.124	0.062552	6.1	10.126	0.289	11.52	18.293
2018-10-10 11:00:00	0.146	0.10001	6.1	13.526	0.24662	11.01	155.85
2018-10-10 12:00:00	0.069	0.067222	6.1	14.805	0.067915	7.63	54.833
2018-10-10 13:00:00	0.105	0.093201	6.9	13.845	0.12485	9.28	95.682
2018-10-10 14:00:00	0.091	0.075261	6.6	10.736	0.12849	9.14	54.116
2018-10-10 15:00:00	0.045	0.036988	6.2	5.7455	0.077669	7.8	16.975
2018-10-10 16:00:00	0.005	0.00495	6.0	-0.76562	0.0047645	6.18	0.11096
2018-10-10 17:00:00	0.0	0.0	5.0	-8.4181	0.0	5.06	0.0
2018-10-10 18:00:00	0.0	0.0	4.1	-16.853	0.0	4.15	0.0
2018-10-10 19:00:00	0.0	0.0	3.4	-25.732	0.0	3.44	0.0
2018-10-10 20:00:00	0.0	0.0	3.3	-34.701	0.0	3.31	0.0
2018-10-10 21:00:00	0.0	0.0	3.4	-43.322	0.0	3.4	0.0
2018-10-10 22:00:00	0.0	0.0	4.0	-50.951	0.0	3.97	0.0
2018-10-10 23:00:00	0.0	0.0	4.7	-56.582	0.0	4.66	0.0
2018-10-11 00:00:00	0.0	0.0	5.1	-58.757	0.0	5.08	0.0
2018-10-11 01:00:00	0.0	0.0	5.4	-57.033	0.0	5.38	0.0
2018-10-11 02:00:00	0.0	0.0	5.7	-51.827	0.0	5.68	0.0
2018-10-11 03:00:00	0.0	0.0	5.8	-44.434	0.0	5.79	0.0
2018-10-11 04:00:00	0.0	0.0	5.8	-35.92	0.0	5.8	0.0
2018-10-11 05:00:00	0.0	0.0	6.0	-26.974	0.0	5.99	0.0
2018-10-11 06:00:00	0.0	0.0	6.2	-18.056	0.0	6.19	0.0
2018-10-11 07:00:00	0.0	0.0	6.4	-9.528	0.0	6.39	0.0
2018-10-11 08:00:00	0.0	0.0	6.5	-1.729	0.0	6.49	0.0
2018-10-11 09:00:00	0.007	0.006805	6.9	4.9854	0.0071569	7.01	0.30595
2018-10-11 10:00:00	0.019	0.018502	7.8	10.236	0.018792	8.11	3.4836
2018-10-11 11:00:00	0.03	0.029267	8.9	13.654	0.029389	9.41	10.057
2018-10-11 12:00:00	0.028	0.027254	9.2	14.951	0.027478	9.73	8.6079
2018-10-11 13:00:00	0.023	0.022361	9.4	14.004	0.022638	9.84	5.5389
2018-10-11 14:00:00	0.015	0.014572	9.9	10.904	0.014869	9.9	1.9811
2018-10-11 15:00:00	0.01	0.0097362	10.7	5.9179	0.010089	10.85	0.73767
2018-10-11 16:00:00	0.0	0.0	10.5	-0.59176	0.0	10.52	0.0
2018-10-11 17:00:00	0.0	0.0	9.7	-8.2445	0.0	9.74	0.0
2018-10-11 18:00:00	0.0	0.0	7.6	-16.681	0.0	7.71	0.0
2018-10-11 19:00:00	0.0	0.0	6.7	-25.56	0.0	6.75	0.0
2018-10-11 20:00:00	0.0	0.0	6.8	-34.528	0.0	6.8	0.0
2018-10-11 21:00:00	0.0	0.0	6.3	-43.148	0.0	6.33	0.0
2018-10-11 22:00:00	0.0	0.0	6.0	-50.777	0.0	6.02	0.0
2018-10-11 23:00:00	0.0	0.0	5.9	-56.413	0.0	5.91	0.0
2018-10-12 00:00:00	0.0	0.0	5.5	-58.601	0.0	5.52	0.0
2018-10-12 01:00:00	0.0	0.0	4.3	-56.908	0.0	4.36	0.0
2018-10-12 02:00:00	0.0	0.0	4.0	-51.734	0.0	4.02	0.0
2018-10-12 03:00:00	0.0	0.0	4.3	-44.362	0.0	4.29	0.0
2018-10-12 04:00:00	0.0	0.0	4.4	-35.859	0.0	4.39	0.0
2018-10-12 05:00:00	0.0	0.0	5.3	-26.915	0.0	5.25	0.0
2018-10-12 06:00:00	0.0	0.0	5.4	-17.994	0.0	5.39	0.0
2018-10-12 07:00:00	0.0	0.0	5.6	-9.4576	0.0	5.59	0.0
2018-10-12 08:00:00	0.0	0.0	4.6	-1.6459	0.0	4.65	0.0
2018-10-12 09:00:00	0.046	0.033	4.4	5.0844	0.1076	6.41	8.1213
2018-10-12 10:00:00	0.066	0.061124	5.3	10.354	0.074389	6.75	48.442
2018-10-12 11:00:00	0.105	0.093032	5.8	13.79	0.12511	8.2	96.091
2018-10-12 12:00:00	0.163	0.11361	6.1	15.104	0.2617	11.13	169.24
2018-10-12 13:00:00	0.127	0.10376	6.4	14.17	0.17172	9.87	122.72
2018-10-12 14:00:00	0.06	0.057421	6.6	11.078	0.062129	7.93	43.364
2018-10-12 15:00:00	0.043	0.037517	6.2	6.0959	0.062514	7.45	17.638
2018-10-12 16:00:00	0.0	0.0	5.9	-0.41275	0.0	5.98	0.0
2018-10-12 17:00:00	0.0	0.0	5.4	-8.0661	0.0	5.43	0.0
2018-10-12 18:00:00	0.0	0.0	5.2	-16.503	0.0	5.21	0.0
2018-10-12 19:00:00	0.0	0.0	4.8	-25.383	0.0	4.82	0.0
2018-10-12 20:00:00	0.0	0.0	4.7	-34.352	0.0	4.71	0.0
2018-10-12 21:00:00	0.0	0.0	4.6	-42.97	0.0	4.61	0.0
2018-10-12 22:00:00	0.0	0.0	4.7	-50.598	0.0	4.7	0.0
2018-10-12 23:00:00	0.0	0.0	4.8	-56.239	0.0	4.8	0.0
2018-10-13 00:00:00	0.0	0.0	4.5	-58.438	0.0	4.52	0.0
2018-10-13 01:00:00	0.0	0.0	4.4	-56.775	0.0	4.41	0.0
2018-10-13 02:00:00	0.0	0.0	4.9	-51.632	0.0	4.87	0.0
2018-10-13 03:00:00	0.0	0.0	5.1	-44.282	0.0	5.09	0.0
2018-10-13 04:00:00	0.0	0.0	4.7	-35.79	0.0	4.72	0.0
2018-10-13 05:00:00	0.0	0.0	4.8	-26.85	0.0	4.8	0.0
2018-10-13 06:00:00	0.0	0.0	5.0	-17.925	0.0	4.99	0.0
2018-10-13 07:00:00	0.0	0.0	5.4	-9.3803	0.0	5.38	0.0
2018-10-13 08:00:00	0.0	0.0	5.6	-1.5559	0.0	5.59	0.0
2018-10-13 09:00:00	0.041	0.033183	5.5	5.1906	0.075647	6.91	13.43
2018-10-13 10:00:00	0.067	0.062026	5.6	10.478	0.075424	7.08	49.181
2018-10-13 11:00:00	0.041	0.040175	6.3	13.934	0.039849	7.09	20.26
2018-10-13 12:00:00	0.102	0.094549	7.2	15.264	0.11056	9.27	88.786
2018-10-13 13:00:00	0.039	0.038171	7.5	14.343	0.037963	8.3	18.015
2018-10-13 14:00:00	0.099	0.080289	7.1	11.258	0.14205	9.82	46.773
2018-10-13 15:00:00	0.045	0.039059	7.2	6.2796	0.065634	8.56	19.049
2018-10-13 16:00:00	0.001	0.00099	6.8	-0.22869	0.0009529	6.91	0.0
2018-10-13 17:00:00	0.0	0.0	6.3	-7.8832	0.0	6.33	0.0
2018-10-13 18:00:00	0.0	0.0	6.2	-16.322	0.0	6.21	0.0
2018-10-13 19:00:00	0.0	0.0	6.6	-25.203	0.0	6.58	0.0
2018-10-13 20:00:00	0.0	0.0	6.3	-34.171	0.0	6.31	0.0
2018-10-13 21:00:00	0.0	0.0	6.3	-42.787	0.0	6.3	0.0
2018-10-13 22:00:00	0.0	0.0	6.2	-50.414	0.0	6.2	0.0
2018-10-13 23:00:00	0.0	0.0	6.2	-56.059	0.0	6.2	0.0
2018-10-14 00:00:00	0.0	0.0	5.9	-58.267	0.0	5.92	0.0
2018-10-14 01:00:00	0.0	0.0	6.1	-56.635	0.0	6.09	0.0
2018-10-14 02:00:00	0.0	0.0	6.0	-51.523	0.0	6.0	0.0
2018-10-14 03:00:00	0.0	0.0	5.9	-44.195	0.0	5.9	0.0
2018-10-14 04:00:00	0.0	0.0	5.3	-35.715	0.0	5.33	0.0
2018-10-14 05:00:00	0.0	0.0	5.2	-26.778	0.0	5.21	0.0
2018-10-14 06:00:00	0.0	0.0	5.4	-17.85	0.0	5.39	0.0
